interaction_id,customer_id,product_id,rating,timestamp,quantity,purchase_amount,interaction_type
INT_0002362,CUST_0909,PROD_00106,4.5,2024-03-15,1,1371.54,purchase
INT_0002363,CUST_0559,PROD_00143,3.5,2023-08-10,1,18762.24,purchase
INT_0002364,CUST_0169,PROD_00096,5.0,2023-01-30,1,860.39,purchase
INT_0002365,CUST_0623,PROD_00108,3.0,2023-07-24,2,5750.4,purchase
INT_0002366,CUST_0380,PROD_00045,4.0,2024-01-11,1,4401.96,purchase
INT_0002367,CUST_0665,PROD_00060,5.0,2023-02-12,1,19417.46,cart_add
INT_0002368,CUST_0441,PROD_00031,4.5,2024-04-19,1,133814.82,cart_add
INT_0002369,CUST_0505,PROD_00134,4.5,2023-09-21,2,3959.46,view
INT_0002370,CUST_0605,PROD_00034,3.5,2023-10-20,1,13326.36,view
INT_0002371,CUST_0289,PROD_00077,4.5,2023-08-19,1,3704.94,purchase
INT_0002372,CUST_0017,PROD_00053,3.5,2024-02-03,1,6856.41,purchase
INT_0002373,CUST_0217,PROD_00052,5.0,2023-10-17,2,22527.34,purchase
INT_0002374,CUST_0416,PROD_00102,3.5,2024-01-15,1,3942.17,purchase
INT_0002375,CUST_0507,PROD_00065,4.0,2024-01-25,1,4292.79,view
INT_0002376,CUST_0419,PROD_00038,4.0,2023-05-23,1,3016.23,purchase
INT_0002377,CUST_0459,PROD_00088,4.5,2023-06-07,2,9409.0,view
INT_0002378,CUST_0416,PROD_00105,3.0,2023-03-06,1,774.81,purchase
INT_0002379,CUST_0073,PROD_00047,4.0,2023-01-05,1,6755.43,purchase
INT_0002380,CUST_0744,PROD_00008,3.5,2024-05-23,2,112447.12,purchase
INT_0002381,CUST_0056,PROD_00099,4.0,2023-03-05,1,676.7,purchase
INT_0002382,CUST_0310,PROD_00139,3.5,2023-12-01,1,1499.89,purchase
INT_0002383,CUST_0058,PROD_00088,5.0,2024-01-10,1,4704.5,cart_add
INT_0002384,CUST_0328,PROD_00038,5.0,2024-04-23,1,3016.23,purchase
INT_0002385,CUST_0472,PROD_00107,4.5,2023-03-23,2,620.46,view
INT_0002386,CUST_0653,PROD_00107,3.5,2023-11-04,2,620.46,purchase
INT_0002387,CUST_0220,PROD_00048,4.0,2023-05-07,1,1848.58,purchase
INT_0002388,CUST_0331,PROD_00093,4.5,2024-04-16,1,1951.47,view
INT_0002389,CUST_0384,PROD_00039,3.5,2023-07-10,3,11383.17,view
INT_0002390,CUST_0711,PROD_00030,4.5,2023-04-01,1,146486.01,purchase
INT_0002391,CUST_0007,PROD_00119,4.0,2023-07-10,1,3671.07,cart_add
INT_0002392,CUST_0443,PROD_00023,4.0,2023-05-28,1,1404.99,cart_add
INT_0002393,CUST_0491,PROD_00104,5.0,2023-08-04,1,1682.77,view
INT_0002394,CUST_0297,PROD_00035,4.0,2023-05-17,1,1999.37,cart_add
INT_0002395,CUST_0836,PROD_00044,4.5,2024-04-16,1,34110.93,view
INT_0002396,CUST_0669,PROD_00122,3.5,2024-04-29,2,1387.42,cart_add
INT_0002397,CUST_0727,PROD_00079,4.5,2023-12-13,1,12849.74,purchase
INT_0002398,CUST_0245,PROD_00050,3.0,2023-04-07,1,8406.54,view
INT_0002399,CUST_0067,PROD_00125,3.5,2023-06-29,1,789.12,purchase
INT_0002400,CUST_0218,PROD_00029,4.0,2023-03-14,1,9462.09,purchase
INT_0002401,CUST_0911,PROD_00030,5.0,2024-05-09,1,146486.01,purchase
INT_0002402,CUST_0087,PROD_00054,4.0,2023-12-17,1,9442.54,purchase
INT_0002403,CUST_0937,PROD_00067,,2023-03-13,1,4994.62,view
INT_0002404,CUST_0128,PROD_00098,4.5,2024-02-07,2,767.94,view
INT_0002405,CUST_0219,PROD_00052,4.0,2024-03-18,3,33791.01,cart_add
INT_0002406,CUST_0155,PROD_00098,4.0,2024-04-23,1,383.97,purchase
INT_0002407,CUST_0078,PROD_00139,4.0,2023-02-04,3,4499.67,purchase
INT_0002408,CUST_0306,PROD_00048,3.5,2024-03-29,1,1848.58,purchase
INT_0002409,CUST_0054,PROD_00018,5.0,2023-12-10,1,10128.93,purchase
INT_0002410,CUST_0516,PROD_00095,3.5,2023-10-22,1,2465.32,cart_add
INT_0002411,CUST_0656,PROD_00005,4.5,2023-02-24,1,60350.67,purchase
INT_0002412,CUST_0019,PROD_00131,4.5,2024-04-29,2,1946.32,purchase
INT_0002413,CUST_0172,PROD_00107,3.5,2024-01-16,1,310.23,purchase
INT_0002414,CUST_0949,PROD_00046,,2023-02-10,1,2320.56,purchase
INT_0002415,CUST_0825,PROD_00064,4.5,2024-02-18,2,9048.4,cart_add
INT_0002416,CUST_0969,PROD_00109,3.0,2024-04-03,1,2497.06,purchase
INT_0002417,CUST_0662,PROD_00137,3.5,2023-08-11,3,28478.73,cart_add
INT_0002418,CUST_0585,PROD_00143,4.5,2023-10-12,2,37524.48,purchase
INT_0002419,CUST_0080,PROD_00128,4.5,2024-06-02,1,2573.7,purchase
INT_0002420,CUST_0636,PROD_00049,4.5,2023-01-15,2,12749.6,purchase
INT_0002421,CUST_0820,PROD_00031,3.5,2024-03-02,2,267629.64,purchase
INT_0002422,CUST_0222,PROD_00101,4.5,2023-09-21,2,6257.06,purchase
INT_0002423,CUST_0104,PROD_00113,4.5,2024-06-30,2,3553.4,purchase
INT_0002424,CUST_0888,PROD_00096,4.0,2023-10-23,1,860.39,purchase
INT_0002425,CUST_0258,PROD_00021,4.0,2023-07-06,1,24714.25,purchase
INT_0002426,CUST_0716,PROD_00107,4.5,2023-05-21,2,620.46,cart_add
INT_0002427,CUST_0996,PROD_00082,5.0,2024-05-24,1,12141.51,cart_add
INT_0002428,CUST_0952,PROD_00050,3.5,2024-04-17,1,8406.54,cart_add
INT_0002429,CUST_0066,PROD_00138,4.0,2024-06-22,1,398.29,view
INT_0002430,CUST_0210,PROD_00087,5.0,2024-05-09,1,3835.55,
INT_0002431,CUST_0996,PROD_00114,4.0,2024-06-18,1,681.42,cart_add
INT_0002432,CUST_0749,PROD_00128,4.5,2024-01-14,1,2573.7,purchase
INT_0002433,CUST_0589,PROD_00086,5.0,2023-10-05,1,1468.63,cart_add
INT_0002434,CUST_0333,PROD_00085,5.0,2023-10-03,1,4169.39,cart_add
INT_0002435,CUST_0198,PROD_00079,4.0,2023-01-04,2,25699.48,view
INT_0002436,CUST_0456,PROD_00130,4.5,2023-05-03,1,11682.93,purchase
INT_0002437,CUST_0588,PROD_00091,4.5,2024-01-29,1,1499.2,purchase
INT_0002438,CUST_0429,PROD_00117,5.0,2024-04-05,1,795.45,purchase
INT_0002439,CUST_0285,PROD_00053,4.0,2024-06-19,2,13712.82,purchase
INT_0002440,CUST_0770,PROD_00081,4.0,2023-12-27,1,4730.99,view
INT_0002441,CUST_0261,PROD_00077,3.5,2023-01-08,1,3704.94,purchase
INT_0002442,CUST_0346,PROD_00042,4.5,2024-06-27,2,3922.92,purchase
INT_0002443,CUST_0059,PROD_00007,3.5,2023-12-28,1,26132.62,purchase
INT_0002444,CUST_0180,PROD_00050,4.5,2023-09-24,1,8406.54,purchase
INT_0002445,CUST_0627,PROD_00007,3.5,2023-05-28,2,52265.24,cart_add
INT_0002446,CUST_0207,PROD_00028,4.5,2024-03-12,1,32268.41,cart_add
INT_0002447,CUST_0857,PROD_00113,4.5,2023-02-12,1,1776.7,purchase
INT_0002448,CUST_0982,PROD_00072,3.5,2023-11-02,2,6902.26,purchase
INT_0002449,CUST_0939,PROD_00085,5.0,2023-03-04,1,4169.39,cart_add
INT_0002450,CUST_0341,PROD_00037,4.0,2023-08-17,1,2848.11,cart_add
INT_0002451,CUST_0894,PROD_00079,3.5,2023-10-03,1,12849.74,purchase
INT_0002452,CUST_0789,PROD_00035,3.5,2024-05-02,1,1999.37,view
INT_0002453,CUST_0942,PROD_00008,4.5,2024-05-13,1,56223.56,purchase
INT_0002454,CUST_0157,PROD_00143,3.5,2024-01-07,1,18762.24,purchase
INT_0002455,CUST_0014,PROD_00100,4.5,2024-04-20,1,671.14,cart_add
INT_0002456,CUST_0387,PROD_00032,4.0,2024-06-05,3,9927.54,purchase
INT_0002457,CUST_0330,PROD_00069,4.5,2023-08-17,1,1717.37,cart_add
INT_0002458,CUST_0910,PROD_00058,5.0,2023-02-16,1,1757.13,view
INT_0002459,CUST_0002,PROD_00116,4.0,2023-10-04,1,333.34,view
INT_0002460,CUST_0878,PROD_00051,4.0,2023-04-03,1,2505.88,purchase
INT_0002461,CUST_0999,PROD_00127,4.0,2023-10-15,1,13209.15,view
INT_0002462,CUST_0480,PROD_00097,4.0,2023-02-11,1,2336.27,purchase
INT_0002463,CUST_0451,PROD_00136,4.0,2024-06-29,1,5480.59,purchase
INT_0002464,CUST_0375,PROD_00028,3.5,2023-11-13,1,32268.41,view
INT_0002465,CUST_0756,PROD_00100,4.5,2024-06-19,1,671.14,purchase
INT_0002466,CUST_0513,PROD_00070,4.5,2023-11-24,2,2870.74,purchase
INT_0002467,CUST_0406,PROD_00012,5.0,2023-10-11,1,24652.71,purchase
INT_0002468,CUST_0251,PROD_00095,3.5,2024-03-15,1,2465.32,cart_add
INT_0002469,CUST_0740,PROD_00004,4.5,2023-10-14,1,39429.39,purchase
INT_0002470,CUST_0493,PROD_00105,3.5,2023-04-12,2,1549.62,purchase
INT_0002471,CUST_0717,PROD_00057,3.5,2023-08-07,1,2369.94,cart_add
INT_0002472,CUST_0698,PROD_00005,3.5,2024-06-26,2,120701.34,cart_add
INT_0002473,CUST_0093,PROD_00099,4.5,2023-10-29,2,1353.4,view
INT_0002474,CUST_0844,PROD_00072,4.0,2023-11-16,1,3451.13,purchase
INT_0002475,CUST_0857,PROD_00101,4.0,2023-06-06,1,3128.53,purchase
INT_0002476,CUST_0148,PROD_00042,4.0,2024-04-06,1,1961.46,view
INT_0002477,CUST_0028,PROD_00027,5.0,2023-08-22,1,43843.14,cart_add
INT_0002478,CUST_0058,PROD_00026,4.5,2024-03-14,1,20390.69,purchase
INT_0002479,CUST_0819,PROD_00062,4.0,2024-04-03,1,4020.78,view
INT_0002480,CUST_0288,PROD_00134,5.0,2023-11-27,1,1979.73,purchase
INT_0002481,CUST_0811,PROD_00025,4.0,2023-11-18,1,2068.62,purchase
INT_0002482,CUST_0839,PROD_00022,3.5,2023-02-10,2,4735.06,cart_add
INT_0002483,CUST_0474,PROD_00124,4.0,2023-03-08,1,1078.15,cart_add
INT_0002484,CUST_0572,PROD_00095,3.5,2024-02-04,1,2465.32,cart_add
INT_0002485,CUST_0216,PROD_00035,4.5,2024-03-29,1,1999.37,purchase
INT_0002486,CUST_0882,PROD_00091,4.0,2024-05-05,1,1499.2,purchase
INT_0002487,CUST_0608,PROD_00125,,2023-04-28,2,1578.24,cart_add
INT_0002488,CUST_0618,PROD_00080,4.5,2023-04-01,1,3656.79,cart_add
INT_0002489,CUST_0103,PROD_00027,4.5,2024-06-19,1,43843.14,cart_add
INT_0002490,CUST_0803,PROD_00051,4.5,2023-05-18,2,5011.76,purchase
INT_0002491,CUST_0848,PROD_00063,5.0,2024-02-02,1,3518.47,cart_add
INT_0002492,CUST_0611,PROD_00072,3.5,2024-04-10,1,3451.13,
INT_0002493,CUST_0799,PROD_00017,4.5,2024-02-01,1,8688.45,view
INT_0002494,CUST_0230,PROD_00130,5.0,2024-03-23,1,11682.93,cart_add
INT_0002495,CUST_0466,PROD_00119,4.0,2023-11-20,1,3671.07,purchase
INT_0002496,CUST_0472,PROD_00065,3.5,2024-06-15,2,8585.58,view
INT_0002497,CUST_0998,PROD_00108,3.5,2024-04-01,1,2875.2,purchase
INT_0002498,CUST_0242,PROD_00080,4.0,2023-08-12,1,3656.79,purchase
INT_0002499,CUST_0648,PROD_00110,5.0,2023-11-22,1,1033.53,view
INT_0002500,CUST_0367,PROD_00127,4.0,2024-05-04,1,13209.15,cart_add
INT_0002501,CUST_0757,PROD_00033,3.5,2023-10-14,1,9465.44,purchase
INT_0002502,CUST_0522,PROD_00103,4.0,2023-03-20,1,2505.52,purchase
INT_0002503,CUST_0495,PROD_00114,5.0,2023-04-15,2,1362.84,view
INT_0002504,CUST_0664,PROD_00120,4.5,2023-07-23,1,1629.41,view
INT_0002505,CUST_0117,PROD_00089,4.5,2024-06-30,1,8430.35,cart_add
INT_0002506,CUST_0597,PROD_00135,5.0,2024-04-06,1,1571.53,purchase
INT_0002507,CUST_0895,PROD_00107,3.5,2023-11-06,2,620.46,cart_add
INT_0002508,CUST_0366,PROD_00052,4.0,2024-02-26,3,33791.01,purchase
INT_0002509,CUST_0301,PROD_00092,4.0,2023-08-26,2,5696.18,purchase
INT_0002510,CUST_0877,PROD_00056,3.5,2023-01-23,1,886.99,
INT_0002511,CUST_0138,PROD_00119,4.5,2024-05-25,1,3671.07,purchase
INT_0002512,CUST_0122,PROD_00085,5.0,2024-01-10,1,4169.39,view
INT_0002513,CUST_0616,PROD_00068,4.0,2024-03-25,1,1794.76,purchase
INT_0002514,CUST_0985,PROD_00052,5.0,2023-02-08,1,11263.67,cart_add
INT_0002515,CUST_0340,PROD_00043,4.5,2023-11-08,1,43262.5,view
INT_0002516,CUST_0233,PROD_00031,4.0,2024-01-20,2,267629.64,cart_add
INT_0002517,CUST_0071,PROD_00130,4.5,2023-09-18,1,11682.93,purchase
INT_0002518,CUST_0817,PROD_00063,5.0,2023-08-01,1,3518.47,cart_add
INT_0002519,CUST_0867,PROD_00144,4.5,2023-06-30,1,42410.65,purchase
INT_0002520,CUST_0648,PROD_00114,5.0,2023-03-26,2,1362.84,purchase
INT_0002521,CUST_0759,PROD_00089,4.5,2023-04-28,1,8430.35,purchase
INT_0002522,CUST_0345,PROD_00052,4.0,2023-06-19,1,11263.67,cart_add
INT_0002523,CUST_0415,PROD_00086,3.5,2023-10-21,2,2937.26,purchase
INT_0002524,CUST_0807,PROD_00087,5.0,2024-05-06,1,3835.55,view
INT_0002525,CUST_0723,PROD_00086,5.0,2023-07-28,1,1468.63,cart_add
INT_0002526,CUST_0295,PROD_00042,5.0,2023-05-09,1,1961.46,purchase
INT_0002527,CUST_0653,PROD_00108,4.5,2023-01-30,2,5750.4,purchase
INT_0002528,CUST_0874,PROD_00107,4.5,2023-01-31,1,310.23,cart_add
INT_0002529,CUST_0394,PROD_00075,3.0,2023-07-13,1,4249.13,purchase
INT_0002530,CUST_0127,PROD_00106,4.0,2024-03-01,1,1371.54,view
INT_0002531,CUST_0002,PROD_00109,3.5,2024-02-08,2,4994.12,purchase
INT_0002532,CUST_0831,PROD_00019,3.5,2023-05-12,1,22127.18,cart_add
INT_0002533,CUST_0226,PROD_00116,4.0,2023-02-10,1,333.34,view
INT_0002534,CUST_0743,PROD_00038,4.0,2023-08-15,2,6032.46,purchase
INT_0002535,CUST_0633,PROD_00055,3.5,2024-04-08,1,7849.24,purchase
INT_0002536,CUST_0651,PROD_00105,4.0,2023-05-04,1,774.81,purchase
INT_0002537,CUST_0169,PROD_00098,4.5,2023-12-25,1,383.97,
INT_0002538,CUST_0405,PROD_00043,4.0,2023-11-11,1,43262.5,cart_add
INT_0002539,CUST_0834,PROD_00025,4.0,2023-09-10,1,2068.62,purchase
INT_0002540,CUST_0224,PROD_00106,4.5,2024-01-01,1,1371.54,cart_add
INT_0002541,CUST_0916,PROD_00032,4.0,2023-06-11,1,3309.18,purchase
INT_0002542,CUST_0450,PROD_00015,4.5,2023-04-05,1,4645.81,purchase
INT_0002543,CUST_0222,PROD_00070,4.5,2023-11-28,1,1435.37,purchase
INT_0002544,CUST_0821,PROD_00036,3.5,2023-08-02,2,20136.48,cart_add
INT_0002545,CUST_0278,PROD_00110,5.0,2023-09-19,2,2067.06,purchase
INT_0002546,CUST_0145,PROD_00145,4.5,2023-08-23,1,9078.49,purchase
INT_0002547,CUST_0774,PROD_00144,4.5,2023-09-16,2,84821.3,purchase
INT_0002548,CUST_0749,PROD_00037,3.0,2024-05-08,1,2848.11,cart_add
INT_0002549,CUST_0153,PROD_00115,4.0,2024-04-13,1,757.41,purchase
INT_0002550,CUST_0844,PROD_00087,4.0,2023-01-09,1,3835.55,purchase
INT_0002551,CUST_0293,PROD_00009,4.0,2024-03-21,1,24368.22,purchase
INT_0002552,CUST_0054,PROD_00037,4.0,2024-05-29,1,2848.11,purchase
INT_0002553,CUST_0714,PROD_00129,5.0,2023-03-29,1,13645.52,purchase
INT_0002554,CUST_0333,PROD_00118,3.5,2023-08-23,1,3101.68,purchase
INT_0002555,CUST_0175,PROD_00040,4.5,2023-01-16,1,2286.53,purchase
INT_0002556,CUST_0562,PROD_00009,3.5,2024-02-20,1,24368.22,purchase
INT_0002557,CUST_0309,PROD_00082,4.5,2023-02-24,1,12141.51,purchase
INT_0002558,CUST_0858,PROD_00093,5.0,2023-07-22,1,1951.47,cart_add
INT_0002559,CUST_0074,PROD_00044,3.5,2023-07-20,1,34110.93,purchase
INT_0002560,CUST_0190,PROD_00001,3.5,2024-05-29,1,17626.13,purchase
INT_0002561,CUST_0663,PROD_00129,4.0,2023-01-20,1,13645.52,view
INT_0002562,CUST_0142,PROD_00145,4.5,2023-04-09,1,9078.49,purchase
INT_0002563,CUST_0414,PROD_00109,3.0,2023-11-19,1,2497.06,purchase
INT_0002564,CUST_0603,PROD_00128,3.5,2024-02-16,1,2573.7,purchase
INT_0002565,CUST_0870,PROD_00096,4.0,2023-05-19,2,1720.78,purchase
INT_0002566,CUST_0033,PROD_00123,4.0,2023-05-14,1,1299.27,purchase
INT_0002567,CUST_0382,PROD_00077,4.0,2023-04-08,3,11114.82,cart_add
INT_0002568,CUST_0776,PROD_00106,3.5,2023-08-01,1,1371.54,purchase
INT_0002569,CUST_0229,PROD_00027,4.0,2023-06-28,1,43843.14,purchase
INT_0002570,CUST_0979,PROD_00126,4.5,2023-06-12,1,548.2,purchase
INT_0002571,CUST_0344,PROD_00041,3.5,2023-10-18,1,5324.01,purchase
INT_0002572,CUST_0191,PROD_00082,4.0,2023-11-02,1,12141.51,purchase
INT_0002573,CUST_0006,PROD_00017,4.5,2024-03-16,1,8688.45,purchase
INT_0002574,CUST_0764,PROD_00110,4.5,2024-01-01,1,1033.53,cart_add
INT_0002575,CUST_0652,PROD_00052,4.5,2023-09-06,1,11263.67,purchase
INT_0002576,CUST_0653,PROD_00105,3.0,2024-04-28,2,1549.62,purchase
INT_0002577,CUST_0855,PROD_00123,4.0,2023-07-01,3,3897.81,view
INT_0002578,CUST_0414,PROD_00097,4.0,2023-03-09,1,2336.27,
INT_0002579,CUST_0400,PROD_00013,4.5,2023-09-10,2,8129.1,purchase
INT_0002580,CUST_0635,PROD_00073,3.5,2023-04-18,1,2719.83,cart_add
INT_0002581,CUST_0379,PROD_00071,3.5,2024-01-15,1,2038.86,view
INT_0002582,CUST_0797,PROD_00046,4.0,2024-02-08,1,2320.56,purchase
INT_0002583,CUST_0239,PROD_00143,4.0,2024-02-22,1,18762.24,cart_add
INT_0002584,CUST_0785,PROD_00102,4.5,2023-09-13,1,3942.17,purchase
INT_0002585,CUST_0933,PROD_00092,4.5,2024-05-20,2,5696.18,purchase
INT_0002586,CUST_0106,PROD_00124,4.0,2024-04-13,2,2156.3,cart_add
INT_0002587,CUST_0429,PROD_00006,4.5,2023-08-18,1,115286.03,purchase
INT_0002588,CUST_0676,PROD_00084,3.5,2024-05-27,1,4501.95,purchase
INT_0002589,CUST_0592,PROD_00038,4.5,2024-02-07,1,3016.23,purchase
INT_0002590,CUST_0580,PROD_00012,4.5,2023-03-21,1,24652.71,purchase
INT_0002591,CUST_0230,PROD_00100,4.0,2023-04-14,1,671.14,cart_add
INT_0002592,CUST_0672,PROD_00121,4.0,2023-01-30,1,3288.56,purchase
INT_0002593,CUST_0214,PROD_00050,3.5,2024-04-27,1,8406.54,cart_add
INT_0002594,CUST_0792,PROD_00063,3.5,2024-03-09,2,7036.94,view
INT_0002595,CUST_0926,PROD_00057,3.5,2023-05-24,1,2369.94,purchase
INT_0002596,CUST_0213,PROD_00087,5.0,2023-10-20,1,3835.55,purchase
INT_0002597,CUST_0787,PROD_00085,5.0,2024-02-11,1,4169.39,cart_add
INT_0002598,CUST_0859,PROD_00094,4.0,2023-06-18,1,1991.43,cart_add
INT_0002599,CUST_0353,PROD_00111,3.5,2023-07-15,1,1363.36,purchase
INT_0002600,CUST_0767,PROD_00005,5.0,2023-11-04,1,60350.67,purchase
INT_0002601,CUST_0587,PROD_00094,4.5,2023-03-23,3,5974.29,purchase
INT_0002602,CUST_0658,PROD_00099,5.0,2023-10-27,1,676.7,purchase
INT_0002603,CUST_0420,PROD_00084,4.0,2024-02-26,1,4501.95,purchase
INT_0002604,CUST_0224,PROD_00119,4.5,2023-02-03,1,3671.07,purchase
INT_0002605,CUST_0174,PROD_00062,4.5,2023-01-29,1,4020.78,cart_add
INT_0002606,CUST_0253,PROD_00047,4.0,2023-02-04,2,13510.86,purchase
INT_0002607,CUST_0232,PROD_00086,5.0,2023-08-09,1,1468.63,cart_add
INT_0002608,CUST_0854,PROD_00118,4.5,2023-10-08,1,3101.68,purchase
INT_0002609,CUST_0047,PROD_00051,4.5,2023-09-29,1,2505.88,purchase
INT_0002610,CUST_0073,PROD_00019,4.5,2023-08-10,1,22127.18,view
INT_0002611,CUST_0931,PROD_00076,3.0,2023-01-11,3,10209.9,purchase
INT_0002612,CUST_0728,PROD_00025,4.5,2023-01-26,1,2068.62,purchase
INT_0002613,CUST_0921,PROD_00082,5.0,2023-02-09,1,12141.51,purchase
INT_0002614,CUST_0903,PROD_00023,4.0,2023-05-02,1,1404.99,purchase
INT_0002615,CUST_0034,PROD_00131,3.0,2023-02-10,1,973.16,purchase
INT_0002616,CUST_0978,PROD_00050,3.5,2024-05-28,2,16813.08,view
INT_0002617,CUST_0310,PROD_00019,5.0,2023-03-03,1,22127.18,purchase
INT_0002618,CUST_0436,PROD_00061,4.0,2023-04-09,1,76203.75,view
INT_0002619,CUST_0606,PROD_00124,5.0,2024-01-27,1,1078.15,purchase
INT_0002620,CUST_0493,PROD_00079,4.5,2023-03-30,2,25699.48,purchase
INT_0002621,CUST_0898,PROD_00063,4.5,2023-11-13,2,7036.94,cart_add
INT_0002622,CUST_0139,PROD_00143,4.0,2023-01-05,1,18762.24,view
INT_0002623,CUST_0569,PROD_00065,3.0,2023-04-05,1,4292.79,cart_add
INT_0002624,CUST_0471,PROD_00044,3.5,2023-05-20,2,68221.86,view
INT_0002625,CUST_0077,PROD_00040,4.0,2024-03-22,1,2286.53,purchase
INT_0002626,CUST_0503,PROD_00053,4.5,2023-07-12,1,6856.41,purchase
INT_0002627,CUST_0808,PROD_00101,3.5,2024-05-26,1,3128.53,view
INT_0002628,CUST_0674,PROD_00072,3.5,2023-10-21,1,3451.13,cart_add
INT_0002629,CUST_0122,PROD_00083,,2023-03-19,1,1449.12,purchase
INT_0002630,CUST_0344,PROD_00047,3.5,2024-03-19,3,20266.29,purchase
INT_0002631,CUST_0069,PROD_00127,4.0,2023-12-19,1,13209.15,view
INT_0002632,CUST_0180,PROD_00037,3.5,2023-11-16,2,5696.22,purchase
INT_0002633,CUST_0649,PROD_00126,4.0,2023-03-08,2,1096.4,purchase
INT_0002634,CUST_0556,PROD_00138,3.5,2024-06-17,1,398.29,view
INT_0002635,CUST_0437,PROD_00087,4.0,2023-08-15,3,11506.65,purchase
INT_0002636,CUST_0109,PROD_00103,5.0,2023-12-15,1,2505.52,purchase
INT_0002637,CUST_0680,PROD_00086,4.0,2024-01-08,2,2937.26,purchase
INT_0002638,CUST_0150,PROD_00033,3.5,2023-03-30,1,9465.44,purchase
INT_0002639,CUST_0137,PROD_00038,4.0,2024-01-11,1,3016.23,purchase
INT_0002640,CUST_0009,PROD_00006,4.0,2023-03-26,1,115286.03,view
INT_0002641,CUST_0944,PROD_00115,5.0,2023-01-06,3,2272.23,purchase
INT_0002642,CUST_0664,PROD_00137,4.0,2023-07-04,1,9492.91,cart_add
INT_0002643,CUST_0525,PROD_00126,4.5,2023-01-06,1,548.2,cart_add
INT_0002644,CUST_0833,PROD_00029,4.0,2023-03-02,1,9462.09,view
INT_0002645,CUST_0824,PROD_00109,3.5,2023-05-25,1,2497.06,purchase
INT_0002646,CUST_0197,PROD_00101,3.5,2023-12-26,2,6257.06,cart_add
INT_0002647,CUST_0144,PROD_00018,4.5,2023-07-05,1,10128.93,purchase
INT_0002648,CUST_0014,PROD_00099,4.0,2023-06-09,1,676.7,purchase
INT_0002649,CUST_0621,PROD_00103,4.5,2023-01-02,1,2505.52,purchase
INT_0002650,CUST_0770,PROD_00027,4.5,2023-04-29,1,43843.14,view
INT_0002651,CUST_0105,PROD_00064,4.5,2023-12-22,1,4524.2,cart_add
INT_0002652,CUST_0969,PROD_00099,4.0,2024-03-29,2,1353.4,purchase
INT_0002653,CUST_0659,PROD_00034,3.5,2023-01-08,2,26652.72,purchase
INT_0002654,CUST_0121,PROD_00010,5.0,2024-01-04,3,62973.03,purchase
INT_0002655,CUST_0042,PROD_00024,,2023-09-04,1,727.27,view
INT_0002656,CUST_0018,PROD_00003,2.5,2023-11-04,1,77001.71,purchase
INT_0002657,CUST_0888,PROD_00136,3.5,2023-11-05,1,5480.59,purchase
INT_0002658,CUST_0778,PROD_00029,4.0,2023-04-08,2,18924.18,purchase
INT_0002659,CUST_0481,PROD_00112,5.0,2023-10-22,1,790.38,cart_add
INT_0002660,CUST_0564,PROD_00077,3.5,2024-06-06,1,3704.94,view
INT_0002661,CUST_0229,PROD_00103,4.0,2023-12-19,1,2505.52,view
INT_0002662,CUST_0658,PROD_00115,3.5,2023-08-21,1,757.41,purchase
INT_0002663,CUST_0119,PROD_00040,3.0,2024-03-31,1,2286.53,view
INT_0002664,CUST_0246,PROD_00134,4.0,2023-01-15,1,1979.73,purchase
INT_0002665,CUST_0331,PROD_00036,5.0,2024-01-17,1,10068.24,purchase
INT_0002666,CUST_0787,PROD_00082,4.5,2023-07-11,1,12141.51,cart_add
INT_0002667,CUST_0855,PROD_00139,4.5,2023-02-20,1,1499.89,purchase
INT_0002668,CUST_0157,PROD_00133,4.0,2024-03-15,1,1381.52,purchase
INT_0002669,CUST_0050,PROD_00034,4.0,2023-09-04,1,13326.36,cart_add
INT_0002670,CUST_0381,PROD_00120,3.0,2024-02-13,1,1629.41,purchase
INT_0002671,CUST_0096,PROD_00012,4.5,2023-03-12,1,24652.71,view
INT_0002672,CUST_0060,PROD_00001,3.5,2023-01-21,1,17626.13,purchase
INT_0002673,CUST_0741,PROD_00115,4.5,2024-02-12,1,757.41,purchase
INT_0002674,CUST_0793,PROD_00075,4.0,2023-07-04,1,4249.13,view
INT_0002675,CUST_0010,PROD_00052,4.5,2023-09-04,1,11263.67,view
INT_0002676,CUST_0179,PROD_00074,4.0,2023-02-02,1,3668.68,purchase
INT_0002677,CUST_0130,PROD_00101,4.5,2023-12-17,1,3128.53,view
INT_0002678,CUST_0615,PROD_00020,4.0,2023-11-19,1,43461.06,cart_add
INT_0002679,CUST_0599,PROD_00054,4.5,2024-05-25,1,9442.54,purchase
INT_0002680,CUST_0167,PROD_00084,3.5,2023-03-04,1,4501.95,cart_add
INT_0002681,CUST_0227,PROD_00047,4.5,2023-12-13,1,6755.43,purchase
INT_0002682,CUST_0186,PROD_00141,4.5,2023-11-26,1,87138.31,view
INT_0002683,CUST_0143,PROD_00128,3.5,2023-10-14,1,2573.7,cart_add
INT_0002684,CUST_0620,PROD_00068,3.5,2023-04-03,1,1794.76,purchase
INT_0002685,CUST_0303,PROD_00138,3.5,2023-05-15,1,398.29,purchase
INT_0002686,CUST_0476,PROD_00048,4.5,2023-05-03,1,1848.58,purchase
INT_0002687,CUST_0181,PROD_00136,3.5,2023-08-03,1,5480.59,view
INT_0002688,CUST_0006,PROD_00120,4.5,2023-12-30,2,3258.82,view
