interaction_id,customer_id,product_id,rating,timestamp,quantity,purchase_amount,interaction_type,user_idx,item_idx
INT_0000887,CUST_0673,PROD_00032,3.5,2023-12-26,1,3309.18,cart_add,672,31
INT_0000888,CUST_0109,PROD_00080,4.0,2023-06-09,2,7313.58,view,108,79
INT_0000889,CUST_0193,PROD_00139,4.5,2024-05-31,2,2999.78,purchase,192,138
INT_0000890,CUST_0938,PROD_00086,5.0,2023-09-05,2,2937.26,purchase,937,85
INT_0000891,CUST_0215,PROD_00001,3.0,2023-07-15,1,17626.13,purchase,214,0
INT_0000892,CUST_0124,PROD_00068,4.0,2023-03-15,1,1794.76,purchase,123,67
INT_0000893,CUST_0122,PROD_00067,3.5,2024-02-17,1,4994.62,purchase,121,66
INT_0000894,CUST_0352,PROD_00063,4.0,2024-03-14,1,3518.47,view,351,62
INT_0000895,CUST_0651,PROD_00102,3.5,2024-05-18,3,11826.51,purchase,650,101
INT_0000896,CUST_0360,PROD_00085,5.0,2024-01-28,2,8338.78,cart_add,359,84
INT_0000897,CUST_0433,PROD_00017,4.5,2023-12-26,2,17376.9,cart_add,432,16
INT_0000898,CUST_0028,PROD_00116,4.5,2023-03-30,1,333.34,purchase,27,115
INT_0000899,CUST_0085,PROD_00025,4.5,2023-04-07,1,2068.62,cart_add,84,24
INT_0000900,CUST_0248,PROD_00094,4.0,2023-11-27,1,1991.43,cart_add,247,93
INT_0000901,CUST_0876,PROD_00099,4.5,2023-04-08,1,676.7,purchase,875,98
INT_0000902,CUST_0884,PROD_00136,3.0,2024-06-02,1,5480.59,purchase,883,135
INT_0000903,CUST_0475,PROD_00046,4.0,2023-02-19,1,2320.56,purchase,474,45
INT_0000904,CUST_0530,PROD_00078,4.5,2023-10-28,2,9516.44,purchase,529,77
INT_0000905,CUST_0616,PROD_00046,3.5,2023-06-08,3,6961.68,purchase,615,45
INT_0000906,CUST_0494,PROD_00132,3.5,2023-06-30,2,3609.26,purchase,493,131
INT_0000907,CUST_0188,PROD_00040,4.5,2024-05-20,1,2286.53,purchase,187,39
INT_0000908,CUST_0718,PROD_00052,4.0,2023-06-18,1,11263.67,cart_add,717,51
INT_0000909,CUST_0970,PROD_00089,3.5,2024-05-23,1,8430.35,cart_add,969,88
INT_0000910,CUST_0022,PROD_00075,4.0,2024-01-13,1,4249.13,purchase,21,74
INT_0000911,CUST_0486,PROD_00117,4.5,2024-03-08,1,795.45,purchase,485,116
INT_0000912,CUST_0899,PROD_00063,4.0,2024-02-15,1,3518.47,purchase,898,62
INT_0000913,CUST_0951,PROD_00018,4.0,2023-06-15,1,10128.93,purchase,950,17
INT_0000914,CUST_0202,PROD_00136,4.5,2024-01-18,1,5480.59,purchase,201,135
INT_0000915,CUST_0995,PROD_00072,3.5,2024-02-28,1,3451.13,purchase,994,71
INT_0000916,CUST_0208,PROD_00010,3.5,2024-02-05,1,20991.01,purchase,207,9
INT_0000917,CUST_0808,PROD_00119,4.5,2023-09-30,1,3671.07,purchase,807,118
INT_0000918,CUST_0902,PROD_00069,4.0,2023-09-07,2,3434.74,cart_add,901,68
INT_0000919,CUST_0194,PROD_00085,4.5,2023-08-08,1,4169.39,view,193,84
INT_0000920,CUST_0649,PROD_00129,5.0,2023-03-14,1,13645.52,purchase,648,128
INT_0000921,CUST_0523,PROD_00093,5.0,2024-05-04,1,1951.47,view,522,92
INT_0000922,CUST_0580,PROD_00054,4.5,2024-02-28,2,18885.08,purchase,579,53
INT_0000923,CUST_0231,PROD_00137,4.0,2024-03-18,1,9492.91,purchase,230,136
INT_0000924,CUST_0405,PROD_00072,4.5,2024-01-18,1,3451.13,cart_add,404,71
INT_0000925,CUST_0888,PROD_00126,4.5,2024-05-05,1,548.2,cart_add,887,125
INT_0000926,CUST_0911,PROD_00029,4.5,2023-06-11,1,9462.09,purchase,910,28
INT_0000927,CUST_0510,PROD_00138,3.5,2023-02-01,1,398.29,purchase,509,137
INT_0000928,CUST_0722,PROD_00015,3.5,2023-02-10,1,4645.81,purchase,721,14
INT_0000929,CUST_0476,PROD_00138,4.0,2023-12-16,1,398.29,purchase,475,137
INT_0000930,CUST_0335,PROD_00085,5.0,2024-04-26,1,4169.39,purchase,334,84
INT_0000931,CUST_0893,PROD_00143,4.0,2023-05-21,1,18762.24,purchase,892,142
INT_0000932,CUST_0502,PROD_00075,3.5,2023-03-06,1,4249.13,purchase,501,74
INT_0000933,CUST_0278,PROD_00135,4.5,2023-08-22,1,1571.53,view,277,134
INT_0000934,CUST_0929,PROD_00055,4.0,2023-11-10,1,7849.24,purchase,928,54
INT_0000935,CUST_0693,PROD_00085,4.0,2024-03-10,1,4169.39,purchase,692,84
INT_0000936,CUST_0628,PROD_00018,4.0,2023-10-30,1,10128.93,cart_add,627,17
INT_0000937,CUST_0730,PROD_00141,4.0,2024-04-18,1,87138.31,purchase,729,140
INT_0000938,CUST_0742,PROD_00135,4.0,2023-09-10,1,1571.53,cart_add,741,134
INT_0000939,CUST_0851,PROD_00145,4.5,2024-05-23,1,9078.49,purchase,850,144
INT_0000940,CUST_0735,PROD_00019,4.5,2023-12-16,1,22127.18,cart_add,734,18
INT_0000941,CUST_0259,PROD_00070,4.0,2024-02-07,1,1435.37,purchase,258,69
INT_0000942,CUST_0957,PROD_00004,4.0,2023-10-11,1,39429.39,purchase,956,3
INT_0000943,CUST_0273,PROD_00013,4.5,2024-05-16,1,4064.55,purchase,272,12
INT_0000944,CUST_0397,PROD_00110,3.5,2023-05-06,1,1033.53,cart_add,396,109
INT_0000945,CUST_0056,PROD_00102,3.5,2023-04-21,1,3942.17,purchase,55,101
INT_0000946,CUST_0803,PROD_00068,4.0,2024-03-09,1,1794.76,view,802,67
INT_0000947,CUST_0581,PROD_00101,3.5,2023-10-11,1,3128.53,purchase,580,100
INT_0000948,CUST_0226,PROD_00018,4.5,2023-10-01,2,20257.86,purchase,225,17
INT_0000949,CUST_0243,PROD_00094,4.0,2023-11-21,2,3982.86,purchase,242,93
INT_0000950,CUST_0990,PROD_00119,4.0,2023-01-18,3,11013.21,purchase,989,118
INT_0000951,CUST_0759,PROD_00028,4.5,2024-05-12,1,32268.41,purchase,758,27
INT_0000952,CUST_0417,PROD_00089,4.0,2023-06-19,2,16860.7,view,416,88
INT_0000953,CUST_0287,PROD_00067,3.5,2023-11-12,1,4994.62,view,286,66
INT_0000954,CUST_0870,PROD_00101,3.5,2023-04-13,2,6257.06,purchase,869,100
INT_0000955,CUST_0455,PROD_00118,4.5,2024-01-29,2,6203.36,cart_add,454,117
INT_0000956,CUST_0024,PROD_00115,4.0,2024-05-18,1,757.41,view,23,114
INT_0000957,CUST_0351,PROD_00100,4.0,2024-02-02,2,1342.28,cart_add,350,99
INT_0000958,CUST_0382,PROD_00066,3.5,2024-01-22,1,4478.86,purchase,381,65
INT_0000959,CUST_0224,PROD_00137,4.0,2023-09-12,1,9492.91,view,223,136
INT_0000960,CUST_0389,PROD_00008,4.0,2023-01-25,1,56223.56,purchase,388,7
INT_0000961,CUST_0661,PROD_00082,4.5,2023-01-23,1,12141.51,purchase,660,81
INT_0000962,CUST_0391,PROD_00084,3.5,2024-04-01,2,9003.9,purchase,390,83
INT_0000963,CUST_0262,PROD_00006,3.5,2023-09-24,1,115286.03,purchase,261,5
INT_0000964,CUST_0875,PROD_00125,4.0,2024-06-27,2,1578.24,cart_add,874,124
INT_0000965,CUST_0391,PROD_00052,5.0,2023-04-03,1,11263.67,purchase,390,51
INT_0000966,CUST_0631,PROD_00114,4.0,2023-03-23,1,681.42,purchase,630,113
INT_0000967,CUST_0153,PROD_00117,5.0,2023-10-13,2,1590.9,purchase,152,116
INT_0000968,CUST_0420,PROD_00071,3.5,2023-08-26,2,4077.72,cart_add,419,70
INT_0000969,CUST_0587,PROD_00113,5.0,2023-06-30,1,1776.7,purchase,586,112
INT_0000970,CUST_0434,PROD_00133,3.0,2023-07-20,1,1381.52,purchase,433,132
INT_0000971,CUST_0792,PROD_00076,4.0,2023-07-03,1,3403.3,cart_add,791,75
INT_0000972,CUST_0567,PROD_00144,5.0,2023-06-06,1,42410.65,purchase,566,143
INT_0000973,CUST_0806,PROD_00137,4.5,2023-10-06,1,9492.91,purchase,805,136
INT_0000974,CUST_0517,PROD_00127,4.5,2023-06-21,1,13209.15,purchase,516,126
INT_0000975,CUST_0136,PROD_00039,4.0,2024-01-12,1,3794.39,purchase,135,38
INT_0000976,CUST_0252,PROD_00126,4.0,2023-09-12,1,548.2,cart_add,251,125
INT_0000977,CUST_0044,PROD_00085,4.5,2023-01-01,1,4169.39,purchase,43,84
INT_0000978,CUST_0502,PROD_00081,3.5,2024-02-18,2,9461.98,purchase,501,80
INT_0000979,CUST_0663,PROD_00031,4.0,2024-02-19,2,267629.64,purchase,662,30
INT_0000980,CUST_0418,PROD_00051,5.0,2023-05-10,2,5011.76,purchase,417,50
INT_0000981,CUST_0615,PROD_00065,4.5,2023-04-29,1,4292.79,purchase,614,64
INT_0000982,CUST_0385,PROD_00072,3.5,2024-05-13,1,3451.13,purchase,384,71
INT_0000983,CUST_0446,PROD_00055,4.5,2024-04-05,2,15698.48,cart_add,445,54
INT_0000984,CUST_0768,PROD_00126,4.5,2024-02-10,1,548.2,purchase,767,125
INT_0000985,CUST_0233,PROD_00100,3.5,2024-02-13,1,671.14,purchase,232,99
INT_0000986,CUST_0904,PROD_00109,3.0,2023-02-22,1,2497.06,purchase,903,108
INT_0000987,CUST_0656,PROD_00082,4.0,2023-02-24,1,12141.51,view,655,81
INT_0000988,CUST_0909,PROD_00069,4.0,2023-10-29,1,1717.37,purchase,908,68
INT_0000989,CUST_0489,PROD_00070,4.5,2024-05-05,1,1435.37,purchase,488,69
INT_0000990,CUST_0318,PROD_00074,3.5,2023-04-14,1,3668.68,cart_add,317,73
INT_0000991,CUST_0277,PROD_00116,4.0,2024-06-17,1,333.34,purchase,276,115
INT_0000992,CUST_0343,PROD_00110,4.0,2023-12-01,1,1033.53,purchase,342,109
INT_0000993,CUST_0530,PROD_00071,4.0,2024-05-14,1,2038.86,purchase,529,70
INT_0000994,CUST_0683,PROD_00006,4.5,2024-06-02,1,115286.03,view,682,5
INT_0000995,CUST_0956,PROD_00101,4.0,2024-03-26,1,3128.53,cart_add,955,100
INT_0000996,CUST_0148,PROD_00045,4.5,2023-04-06,1,4401.96,purchase,147,44
INT_0000997,CUST_0226,PROD_00076,3.5,2023-05-17,1,3403.3,purchase,225,75
INT_0000998,CUST_0428,PROD_00007,4.5,2024-03-13,1,26132.62,purchase,427,6
INT_0000999,CUST_0939,PROD_00069,5.0,2023-06-17,2,3434.74,purchase,938,68
INT_0001000,CUST_0495,PROD_00106,3.5,2023-06-19,2,2743.08,purchase,494,105
INT_0001001,CUST_0082,PROD_00021,4.0,2023-12-17,1,24714.25,view,81,20
INT_0001002,CUST_0872,PROD_00035,5.0,2023-12-05,1,1999.37,purchase,871,34
INT_0001003,CUST_0160,PROD_00028,4.5,2024-06-16,1,32268.41,cart_add,159,27
INT_0001004,CUST_0797,PROD_00054,4.0,2023-01-23,1,9442.54,purchase,796,53
INT_0001005,CUST_0963,PROD_00120,4.0,2024-02-19,1,1629.41,purchase,962,119
INT_0001006,CUST_0821,PROD_00067,3.0,2023-06-01,1,4994.62,cart_add,820,66
INT_0001007,CUST_0225,PROD_00054,4.0,2023-06-06,2,18885.08,cart_add,224,53
INT_0001008,CUST_0518,PROD_00070,4.5,2024-03-05,1,1435.37,purchase,517,69
INT_0001009,CUST_0249,PROD_00118,4.0,2023-03-09,2,6203.36,view,248,117
INT_0001010,CUST_0059,PROD_00017,5.0,2023-06-07,1,8688.45,view,58,16
INT_0001011,CUST_0342,PROD_00115,4.0,2023-08-30,1,757.41,view,341,114
INT_0001012,CUST_0951,PROD_00013,4.5,2024-02-20,1,4064.55,purchase,950,12
INT_0001013,CUST_0250,PROD_00133,3.0,2023-06-13,1,1381.52,purchase,249,132
INT_0001014,CUST_0874,PROD_00046,3.5,2023-01-09,1,2320.56,purchase,873,45
INT_0001015,CUST_0919,PROD_00066,5.0,2023-06-05,3,13436.58,purchase,918,65
INT_0001016,CUST_0182,PROD_00102,3.5,2024-01-11,1,3942.17,view,181,101
INT_0001017,CUST_0717,PROD_00112,4.5,2023-02-11,1,790.38,purchase,716,111
INT_0001018,CUST_0103,PROD_00029,4.0,2023-02-10,1,9462.09,view,102,28
INT_0001019,CUST_0197,PROD_00136,4.5,2024-05-17,1,5480.59,purchase,196,135
INT_0001020,CUST_0631,PROD_00104,4.0,2023-10-19,1,1682.77,purchase,630,103
INT_0001021,CUST_0873,PROD_00097,4.5,2024-06-11,1,2336.27,cart_add,872,96
INT_0001022,CUST_0706,PROD_00125,4.0,2023-12-13,1,789.12,cart_add,705,124
INT_0001023,CUST_0830,PROD_00042,5.0,2023-11-10,1,1961.46,cart_add,829,41
INT_0001024,CUST_0411,PROD_00046,5.0,2023-11-13,1,2320.56,purchase,410,45
INT_0001025,CUST_0473,PROD_00033,3.5,2023-03-23,1,9465.44,view,472,32
INT_0001026,CUST_0152,PROD_00042,4.0,2023-06-02,1,1961.46,purchase,151,41
INT_0001027,CUST_0341,PROD_00034,4.5,2024-05-08,1,13326.36,purchase,340,33
INT_0001028,CUST_0660,PROD_00074,4.5,2023-11-06,2,7337.36,purchase,659,73
INT_0001029,CUST_0485,PROD_00087,4.5,2024-02-05,1,3835.55,purchase,484,86
INT_0001030,CUST_0033,PROD_00130,5.0,2024-02-03,1,11682.93,purchase,32,129
INT_0001031,CUST_0675,PROD_00015,4.5,2023-11-28,1,4645.81,cart_add,674,14
INT_0001032,CUST_0764,PROD_00069,4.0,2023-11-19,3,5152.11,cart_add,763,68
INT_0001033,CUST_0889,PROD_00119,3.5,2023-06-18,3,11013.21,purchase,888,118
INT_0001034,CUST_0499,PROD_00142,3.5,2023-02-13,2,115769.76,purchase,498,141
INT_0001035,CUST_0619,PROD_00046,4.0,2023-07-27,1,2320.56,purchase,618,45
INT_0001036,CUST_0790,PROD_00075,3.0,2023-12-18,2,8498.26,purchase,789,74
INT_0001037,CUST_0003,PROD_00099,4.5,2024-05-28,1,676.7,purchase,2,98
INT_0001038,CUST_0697,PROD_00002,4.5,2024-06-01,1,92329.48,purchase,696,1
INT_0001039,CUST_0542,PROD_00067,4.0,2023-07-21,1,4994.62,view,541,66
INT_0001040,CUST_0820,PROD_00075,4.0,2023-10-25,1,4249.13,cart_add,819,74
INT_0001041,CUST_0046,PROD_00138,2.5,2023-03-06,1,398.29,view,45,137
INT_0001042,CUST_0952,PROD_00034,4.5,2023-08-25,2,26652.72,cart_add,951,33
INT_0001043,CUST_0229,PROD_00004,4.0,2023-02-09,2,78858.78,cart_add,228,3
INT_0001044,CUST_0594,PROD_00052,4.0,2024-06-27,1,11263.67,purchase,593,51
INT_0001045,CUST_0842,PROD_00113,4.5,2024-03-16,1,1776.7,purchase,841,112
INT_0001046,CUST_0823,PROD_00083,5.0,2024-03-02,1,1449.12,view,822,82
INT_0001047,CUST_0751,PROD_00029,4.0,2023-11-10,2,18924.18,cart_add,750,28
INT_0001048,CUST_0509,PROD_00121,3.5,2023-10-22,2,6577.12,view,508,120
INT_0001049,CUST_0948,PROD_00094,4.0,2023-12-03,1,1991.43,cart_add,947,93
INT_0001050,CUST_0015,PROD_00088,4.0,2023-09-09,2,9409.0,view,14,87
INT_0001051,CUST_0133,PROD_00131,4.0,2023-06-23,1,973.16,cart_add,132,130
INT_0001052,CUST_0426,PROD_00037,3.5,2023-06-17,1,2848.11,cart_add,425,36
INT_0001053,CUST_0296,PROD_00003,3.5,2023-03-12,1,77001.71,purchase,295,2
INT_0001054,CUST_0125,PROD_00095,3.0,2023-09-03,1,2465.32,cart_add,124,94
INT_0001055,CUST_0777,PROD_00061,5.0,2023-04-27,2,152407.5,purchase,776,60
INT_0001056,CUST_0513,PROD_00107,4.5,2024-04-21,1,310.23,purchase,512,106
INT_0001057,CUST_0630,PROD_00047,3.5,2023-04-05,1,6755.43,purchase,629,46
INT_0001058,CUST_0194,PROD_00063,4.0,2023-01-19,2,7036.94,cart_add,193,62
INT_0001059,CUST_0993,PROD_00012,4.0,2023-03-06,1,24652.71,purchase,992,11
INT_0001060,CUST_0535,PROD_00063,4.5,2024-05-05,3,10555.41,cart_add,534,62
INT_0001061,CUST_0360,PROD_00072,4.5,2024-03-18,1,3451.13,purchase,359,71
INT_0001062,CUST_0832,PROD_00036,4.0,2024-05-10,2,20136.48,cart_add,831,35
INT_0001063,CUST_0069,PROD_00077,4.5,2024-05-21,1,3704.94,purchase,68,76
INT_0001064,CUST_0330,PROD_00083,4.0,2023-02-12,1,1449.12,purchase,329,82
INT_0001065,CUST_0585,PROD_00129,5.0,2024-01-17,1,13645.52,purchase,584,128
INT_0001066,CUST_0858,PROD_00094,3.5,2024-04-19,1,1991.43,cart_add,857,93
INT_0001067,CUST_0609,PROD_00129,5.0,2023-05-20,1,13645.52,purchase,608,128
INT_0001068,CUST_0565,PROD_00001,3.5,2023-02-03,2,35252.26,cart_add,564,0
INT_0001069,CUST_0252,PROD_00046,4.5,2023-10-28,1,2320.56,purchase,251,45
INT_0001070,CUST_0962,PROD_00018,5.0,2023-05-21,1,10128.93,cart_add,961,17
INT_0001071,CUST_0157,PROD_00126,4.5,2023-03-18,3,1644.6,purchase,156,125
INT_0001072,CUST_0511,PROD_00126,3.5,2023-01-24,1,548.2,purchase,510,125
INT_0001073,CUST_0190,PROD_00068,4.5,2024-06-21,1,1794.76,view,189,67
INT_0001074,CUST_0372,PROD_00107,4.5,2023-12-08,1,310.23,purchase,371,106
INT_0001075,CUST_0591,PROD_00059,4.0,2023-08-26,1,2901.95,purchase,590,58
INT_0001076,CUST_0779,PROD_00020,4.0,2023-03-23,2,86922.12,purchase,778,19
INT_0001077,CUST_0592,PROD_00078,4.0,2023-11-01,1,4758.22,purchase,591,77
INT_0001078,CUST_0954,PROD_00101,4.5,2024-03-06,1,3128.53,purchase,953,100
INT_0001079,CUST_0759,PROD_00130,4.0,2023-01-05,1,11682.93,purchase,758,129
INT_0001080,CUST_0481,PROD_00069,4.0,2023-04-20,1,1717.37,purchase,480,68
INT_0001081,CUST_0575,PROD_00051,4.5,2023-12-09,1,2505.88,cart_add,574,50
INT_0001082,CUST_0583,PROD_00085,4.0,2023-01-18,1,4169.39,cart_add,582,84
INT_0001083,CUST_0130,PROD_00100,4.5,2024-06-05,1,671.14,purchase,129,99
INT_0001084,CUST_0698,PROD_00045,3.5,2023-07-12,1,4401.96,purchase,697,44
INT_0001085,CUST_0441,PROD_00015,4.0,2023-07-17,2,9291.62,purchase,440,14
INT_0001086,CUST_0140,PROD_00062,4.0,2023-10-22,1,4020.78,cart_add,139,61
INT_0001087,CUST_0911,PROD_00025,4.0,2024-05-24,1,2068.62,purchase,910,24
INT_0001088,CUST_0605,PROD_00137,3.5,2023-05-12,1,9492.91,cart_add,604,136
INT_0001089,CUST_0595,PROD_00078,4.5,2023-05-16,1,4758.22,purchase,594,77
INT_0001090,CUST_0256,PROD_00118,4.5,2024-02-09,1,3101.68,purchase,255,117
INT_0001091,CUST_0983,PROD_00125,3.0,2023-08-04,1,789.12,cart_add,982,124
INT_0001092,CUST_0015,PROD_00017,4.0,2024-04-02,1,8688.45,cart_add,14,16
INT_0001093,CUST_0805,PROD_00033,3.5,2024-02-25,1,9465.44,purchase,804,32
INT_0001094,CUST_0282,PROD_00029,3.5,2023-05-30,1,9462.09,purchase,281,28
INT_0001095,CUST_0891,PROD_00055,5.0,2023-09-06,1,7849.24,view,890,54
INT_0001096,CUST_0448,PROD_00010,3.5,2024-04-19,1,20991.01,cart_add,447,9
INT_0001097,CUST_0854,PROD_00139,3.5,2023-10-24,1,1499.89,purchase,853,138
INT_0001098,CUST_0295,PROD_00048,4.0,2024-03-12,2,3697.16,purchase,294,47
INT_0001099,CUST_0781,PROD_00124,4.5,2023-12-23,1,1078.15,purchase,780,123
INT_0001100,CUST_0206,PROD_00058,4.0,2024-05-03,3,5271.39,purchase,205,57
INT_0001101,CUST_0492,PROD_00057,4.0,2023-01-18,2,4739.88,cart_add,491,56
INT_0001102,CUST_0394,PROD_00054,5.0,2024-06-05,1,9442.54,purchase,393,53
INT_0001103,CUST_0275,PROD_00013,4.5,2023-04-12,1,4064.55,cart_add,274,12
INT_0001104,CUST_0819,PROD_00063,4.0,2023-03-06,1,3518.47,view,818,62
INT_0001105,CUST_0248,PROD_00105,3.0,2023-09-08,2,1549.62,cart_add,247,104
INT_0001106,CUST_0570,PROD_00096,4.5,2024-06-26,2,1720.78,cart_add,569,95
INT_0001107,CUST_0542,PROD_00020,4.5,2023-12-02,2,86922.12,cart_add,541,19
INT_0001108,CUST_0430,PROD_00108,3.0,2023-07-18,1,2875.2,cart_add,429,107
INT_0001109,CUST_0739,PROD_00110,4.0,2023-10-06,1,1033.53,cart_add,738,109
INT_0001110,CUST_0686,PROD_00045,4.0,2024-01-01,1,4401.96,purchase,685,44
INT_0001111,CUST_0201,PROD_00129,4.0,2023-12-11,1,13645.52,cart_add,200,128
INT_0001112,CUST_0546,PROD_00076,3.0,2023-01-17,1,3403.3,purchase,545,75
INT_0001113,CUST_0918,PROD_00135,4.5,2023-02-14,1,1571.53,purchase,917,134
INT_0001114,CUST_0757,PROD_00055,4.5,2024-03-27,1,7849.24,purchase,756,54
INT_0001115,CUST_0220,PROD_00094,3.0,2023-09-20,1,1991.43,purchase,219,93
INT_0001116,CUST_0124,PROD_00038,4.5,2024-04-05,2,6032.46,purchase,123,37
INT_0001117,CUST_0946,PROD_00026,3.5,2023-09-14,2,40781.38,purchase,945,25
INT_0001118,CUST_0645,PROD_00039,3.5,2024-05-02,1,3794.39,purchase,644,38
INT_0001119,CUST_0674,PROD_00077,4.5,2024-05-16,2,7409.88,purchase,673,76
INT_0001120,CUST_0422,PROD_00072,3.5,2024-05-30,1,3451.13,view,421,71
INT_0001121,CUST_0285,PROD_00072,4.5,2024-01-01,2,6902.26,purchase,284,71
INT_0001122,CUST_0169,PROD_00109,3.0,2023-01-22,1,2497.06,purchase,168,108
INT_0001123,CUST_0843,PROD_00061,4.5,2023-07-03,1,76203.75,purchase,842,60
INT_0001124,CUST_0136,PROD_00033,3.0,2024-04-05,1,9465.44,purchase,135,32
INT_0001125,CUST_0121,PROD_00004,4.5,2024-01-11,1,39429.39,view,120,3
INT_0001126,CUST_0307,PROD_00081,3.5,2023-03-06,2,9461.98,purchase,306,80
INT_0001127,CUST_0388,PROD_00097,4.0,2024-06-29,1,2336.27,cart_add,387,96
INT_0001128,CUST_0431,PROD_00115,5.0,2023-08-05,1,757.41,purchase,430,114
INT_0001129,CUST_0446,PROD_00131,4.5,2023-09-30,1,973.16,cart_add,445,130
INT_0001130,CUST_0906,PROD_00136,4.5,2023-12-04,2,10961.18,purchase,905,135
INT_0001131,CUST_0609,PROD_00145,4.0,2024-04-04,1,9078.49,cart_add,608,144
INT_0001132,CUST_0814,PROD_00060,4.0,2023-08-08,2,38834.92,cart_add,813,59
INT_0001133,CUST_0856,PROD_00103,4.5,2024-01-20,2,5011.04,purchase,855,102
INT_0001134,CUST_0094,PROD_00037,3.0,2023-05-10,2,5696.22,purchase,93,36
INT_0001135,CUST_0718,PROD_00048,4.5,2024-05-05,1,1848.58,cart_add,717,47
INT_0001136,CUST_0730,PROD_00135,4.0,2024-06-14,1,1571.53,view,729,134
INT_0001137,CUST_0819,PROD_00077,4.5,2024-06-04,2,7409.88,purchase,818,76
INT_0001138,CUST_0076,PROD_00109,3.5,2023-12-14,1,2497.06,purchase,75,108
INT_0001139,CUST_0268,PROD_00057,3.0,2023-07-02,1,2369.94,purchase,267,56
INT_0001140,CUST_0859,PROD_00114,5.0,2023-08-14,1,681.42,purchase,858,113
INT_0001141,CUST_0152,PROD_00092,3.0,2023-03-24,1,2848.09,purchase,151,91
INT_0001142,CUST_0169,PROD_00069,5.0,2023-12-12,1,1717.37,cart_add,168,68
INT_0001143,CUST_0799,PROD_00029,4.0,2023-01-25,2,18924.18,cart_add,798,28
INT_0001144,CUST_0086,PROD_00097,4.5,2023-03-25,1,2336.27,purchase,85,96
INT_0001145,CUST_0976,PROD_00047,4.5,2024-01-16,1,6755.43,cart_add,975,46
INT_0001146,CUST_0992,PROD_00097,4.5,2023-12-28,1,2336.27,cart_add,991,96
INT_0001147,CUST_0814,PROD_00024,3.5,2023-10-27,1,727.27,purchase,813,23
INT_0001148,CUST_0833,PROD_00077,4.0,2024-05-03,1,3704.94,purchase,832,76
INT_0001149,CUST_0787,PROD_00071,3.0,2023-10-23,1,2038.86,cart_add,786,70
INT_0001150,CUST_0322,PROD_00140,3.0,2024-03-21,1,1448.74,purchase,321,139
INT_0001151,CUST_0051,PROD_00113,4.5,2023-09-09,1,1776.7,cart_add,50,112
INT_0001152,CUST_0091,PROD_00017,4.5,2024-06-26,1,8688.45,purchase,90,16
INT_0001153,CUST_0126,PROD_00116,3.5,2023-10-03,1,333.34,view,125,115
INT_0001154,CUST_0379,PROD_00132,4.0,2023-06-24,2,3609.26,purchase,378,131
INT_0001155,CUST_0043,PROD_00141,3.5,2024-04-26,1,87138.31,purchase,42,140
INT_0001156,CUST_0421,PROD_00040,4.0,2024-04-16,1,2286.53,cart_add,420,39
INT_0001157,CUST_0018,PROD_00021,4.0,2024-06-22,1,24714.25,purchase,17,20
INT_0001158,CUST_0275,PROD_00113,5.0,2024-02-06,1,1776.7,purchase,274,112
INT_0001159,CUST_0912,PROD_00035,4.5,2023-01-06,1,1999.37,cart_add,911,34
INT_0001160,CUST_0986,PROD_00117,4.0,2024-04-30,1,795.45,view,985,116
INT_0001161,CUST_0529,PROD_00067,4.0,2023-07-12,1,4994.62,purchase,528,66
INT_0001162,CUST_0275,PROD_00142,4.0,2023-05-25,1,57884.88,cart_add,274,141
INT_0001163,CUST_0303,PROD_00126,4.0,2023-11-11,1,548.2,purchase,302,125
INT_0001164,CUST_0249,PROD_00030,5.0,2023-05-14,1,146486.01,cart_add,248,29
INT_0001165,CUST_0542,PROD_00136,3.5,2023-09-15,1,5480.59,view,541,135
INT_0001166,CUST_0842,PROD_00093,5.0,2024-02-04,1,1951.47,view,841,92
INT_0001167,CUST_0383,PROD_00064,4.0,2023-02-13,1,4524.2,cart_add,382,63
INT_0001168,CUST_0739,PROD_00109,3.5,2023-07-11,1,2497.06,view,738,108
INT_0001169,CUST_0934,PROD_00077,4.0,2024-04-26,1,3704.94,purchase,933,76
INT_0001170,CUST_0287,PROD_00089,4.0,2024-06-27,1,8430.35,view,286,88
INT_0001171,CUST_0791,PROD_00120,3.5,2023-09-05,1,1629.41,purchase,790,119
INT_0001172,CUST_0183,PROD_00093,4.514423076923077,2023-05-18,1,1951.47,cart_add,182,92
INT_0001173,CUST_0064,PROD_00064,3.5,2023-10-24,1,4524.2,purchase,63,63
INT_0001174,CUST_0874,PROD_00041,3.5,2023-08-10,1,5324.01,cart_add,873,40
INT_0001175,CUST_0364,PROD_00066,4.5,2023-11-19,2,8957.72,purchase,363,65
INT_0001176,CUST_0746,PROD_00125,3.5,2023-04-15,1,789.12,cart_add,745,124
INT_0001177,CUST_0466,PROD_00124,5.0,2023-05-07,1,1078.15,cart_add,465,123
INT_0001178,CUST_0204,PROD_00107,3.0,2023-07-22,1,310.23,purchase,203,106
INT_0001179,CUST_0660,PROD_00029,3.5,2024-02-21,2,18924.18,cart_add,659,28
INT_0001180,CUST_0980,PROD_00023,4.5,2024-06-01,1,1404.99,view,979,22
INT_0001181,CUST_0399,PROD_00035,5.0,2024-02-21,2,3998.74,cart_add,398,34
INT_0001182,CUST_0538,PROD_00113,4.0,2023-07-09,1,1776.7,purchase,537,112
INT_0001183,CUST_0831,PROD_00079,3.5,2024-02-29,1,12849.74,purchase,830,78
